hub,target,kept_Aerobic,kept_Anaerobic,q_Aerobic,q_Anaerobic,r_Aerobic,r_Anaerobic,category,delta_r
RPA0188,PRPA2,False,False,0.11451417645331144,0.004144750361719789,0.31988198171339044,0.5182941138135507,none_kept,-0.1984121321001603
RPA0188,PRPA5,False,False,0.2859482073717059,0.3439366456355312,-0.229366820041988,-0.20692502620732664,none_kept,-0.022441793834661355
RPA0188,RPA0002,False,False,0.9901131900766181,0.10163734683879296,0.0036690965416926492,0.3298259642633215,none_kept,-0.32615686772162883
RPA0188,RPA0004,False,False,0.24115373565565418,0.26899265075243,-0.24855574722482235,0.23642855638443738,none_kept,-0.4849843036092597
RPA0188,RPA0008,False,False,0.21283711473625078,0.003016169429355707,-0.2617861186102236,-0.5318635415959017,none_kept,0.27007742298567805
RPA0188,RPA0009,False,False,0.3429654139499881,0.5716674585893268,-0.20727929492453157,0.13232439608168103,none_kept,-0.33960369100621257
RPA0188,RPA0010,False,False,0.769191537621973,0.3286956419717482,0.07420125608724779,0.21262432031754616,none_kept,-0.13842306423029838
RPA0188,RPA0016,False,False,0.808952211356271,0.0016249539127861027,0.06208899760405527,0.5566788778214443,none_kept,-0.49458988021738903
RPA0188,RPA0018,False,False,0.935511452198063,0.6335813238991365,-0.022460093938989817,-0.1138573123023675,none_kept,0.09139721836337768
RPA0188,RPA0021,False,False,0.006876040783352083,0.7139622138589624,0.49538611468966487,0.09023198923385276,none_kept,0.4051541254558121
RPA0188,RPA0022,False,False,0.7346281430247931,0.6221147926323497,0.08428704199157594,0.11723423678481183,none_kept,-0.03294719479323589
RPA0188,RPA0025,False,False,0.7596377391440662,0.5596070102467646,-0.07704161570115758,0.135954725947044,none_kept,-0.21299634164820158
RPA0188,RPA0027,False,False,0.9058514953605619,0.2893561757416116,-0.03208447698871118,-0.22797827827290945,none_kept,0.19589380128419825
RPA0188,RPA0028,False,False,0.5108670788198255,0.1750921958832271,0.1508486563956769,0.2814350668447181,none_kept,-0.13058641044904118
RPA0188,RPA0030,False,False,7.952308122268773e-05,0.048346191742109364,0.6553516474209725,0.38525475663770126,none_kept,0.27009689078327126
RPA0188,RPA0031,False,False,2.9052935834669164e-06,0.22480131674745385,-0.7343705646195614,-0.2561245745559024,none_kept,-0.47824599006365903
RPA0188,RPA0035,False,False,0.9762161787099978,0.39142694697151853,0.008550721804714008,-0.1897260161652502,none_kept,0.1982767379699642
RPA0188,RPA0036,False,False,5.16566722424551e-07,0.4222021656758193,-0.7674793030810514,0.17912285309106518,none_kept,-0.9466021561721165
RPA0188,RPA0037,False,False,0.0006322203279971444,0.17906214708157678,0.5912069649668812,0.2792294902253474,none_kept,0.3119774747415338
RPA0188,RPA0038,False,False,0.03553414360489203,0.5467574005724489,-0.4055575203104742,0.13992846826880806,none_kept,-0.5454859885792822
RPA0188,RPA0041,False,False,0.0005122235307951267,0.43854250436089537,0.5984844395513865,0.17380703972375278,none_kept,0.42467739982763375
RPA0188,RPA0043,False,False,0.00048227510579865553,0.04983392295398639,-0.6005195263186859,0.38314858973736965,none_kept,-0.9836681160560555
RPA0188,RPA0045,False,False,0.6576644408023189,0.8971681640406515,0.10673835637833395,-0.0348661823812734,none_kept,0.14160453875960735
RPA0188,RPA0046,False,False,3.045983857143581e-05,0.012481022728223778,0.680821317398278,0.46594768725640123,none_kept,0.21487363014187677
RPA0188,RPA0047,False,False,0.2532663063096071,0.04511394104508098,-0.24310119306821543,-0.38995733835169966,none_kept,0.14685614528348423
RPA0188,RPA0048,False,False,0.0006372784962258042,0.1687517779026752,-0.5909118836488678,-0.28495859598913975,none_kept,-0.30595328765972807
RPA0188,RPA0049,False,False,0.884453504351057,0.564618809458613,0.039010770771891225,0.13443041938666156,none_kept,-0.09541964861477034
RPA0188,RPA0050,False,False,0.7869255004358067,0.047828405357754386,0.068878166311162,0.3860174367581003,none_kept,-0.3171392704469383
RPA0188,RPA0051,False,False,0.028260776150456673,3.150117189179757e-05,0.4196683171945259,0.6799221674733915,none_kept,-0.2602538502788656
RPA0188,RPA0052,False,False,0.026717950655722054,0.011763776524843166,-0.42315398735581833,-0.469012779151406,none_kept,0.04585879179558766
RPA0188,RPA0053,False,False,0.0004414299169627012,0.6193392941324047,-0.6034776437190738,-0.1180970343337546,none_kept,-0.48538060938531913
RPA0188,RPA0054,False,False,0.005961457336504576,0.38295875313529865,0.5019608836021898,-0.19271488455264663,none_kept,0.6946757681548364
RPA0188,RPA0055,False,False,0.0016301006199780947,0.0683084397108333,-0.5565539233398372,-0.36078579154865115,none_kept,-0.19576813179118607
RPA0188,RPA0058,False,False,0.020061815744226306,0.7381045442212163,-0.4399432163294088,-0.08325836057427391,none_kept,-0.35668485575513487
RPA0188,RPA0059,False,False,0.0044773953372167176,0.2788890525528875,0.5149918684771142,-0.23222783448966655,none_kept,0.7472197029667808
RPA0188,RPA0060,False,False,0.0022759113907009584,0.3725282272374571,-0.5434126439061081,0.1964554350964955,none_kept,-0.7398680790026035
RPA0188,RPA0061,False,False,3.247457328273066e-05,0.0013190785452442738,0.6791461445267406,0.564528113405427,none_kept,0.11461803112131363
RPA0188,RPA0063,False,False,0.0173802653348859,0.6806078918395423,0.44803385480392455,-0.10008280567441763,none_kept,0.5481166604783422
RPA0188,RPA0064,False,False,0.5512710013118015,0.1018814366914629,-0.13856575698532675,0.32960207838933575,none_kept,-0.4681678353746625
RPA0188,RPA0065,False,False,0.1952351742873483,0.0013544208235855171,-0.2705211407512904,0.5635455224634429,none_kept,-0.8340666632147333
RPA0188,RPA0066,False,False,1.4938376159175192e-07,8.063697293313302e-06,-0.7884057745260595,-0.7126252009011027,none_kept,-0.07578057362495683
RPA0188,RPA0067,False,False,0.8877510893686403,0.3163165368407293,-0.03791695804992239,0.21739872862605875,none_kept,-0.25531568667598115
RPA0188,RPA0068,False,False,0.0005551099262110858,3.364623694307574e-07,-0.5957219024690417,-0.7749357526497107,none_kept,0.17921385018066904
RPA0188,RPA0069,False,False,0.854635496349076,0.39118217495457,0.04825552194015095,0.18980895594620634,none_kept,-0.14155343400605538
RPA0188,RPA0070,False,False,0.149515789012519,0.7888452622672673,0.29620711652630327,-0.06829961340956844,none_kept,0.36450672993587174
RPA0188,RPA0071,False,True,3.089153722828646e-05,2.194913867693525e-09,0.6804266194852069,0.84612549460132,An_only,-0.16569887511611314
RPA0188,RPA0073,False,False,1.5974037741138675e-05,0.34475219308029953,-0.696729880996583,0.20661733684338607,none_kept,-0.9033472178399691
RPA0188,RPA0075,False,False,0.08310297550868806,0.0009554138859613924,-0.3459942379255051,0.5766447016141345,none_kept,-0.9226389395396396
RPA0188,RPA0076,False,False,0.003099271754730179,1.9028418365794812e-06,0.5307054536506672,0.7430766668062582,none_kept,-0.21237121315559093
RPA0188,RPA0078,False,False,0.006020229205262482,0.6087731891822226,-0.5015117180271698,-0.12120976629726016,none_kept,-0.3803019517299096
RPA0188,RPA0080,False,False,0.017320099099251026,0.026319448359665674,0.4482297857373066,-0.42406004639348105,none_kept,0.8722898321307877
RPA0188,RPA0083,False,False,0.00014195784435916853,0.0062016545216804445,0.6388759583353135,0.5001550353645617,none_kept,0.13872092297075178
RPA0188,RPA0085,False,False,0.003574519057788326,0.9379255867995613,-0.5246803339164814,-0.02161493814908673,none_kept,-0.5030653957673946
RPA0188,RPA0089,False,False,9.297214130427548e-05,0.9551685368752458,-0.651010713660588,0.015722511668823852,none_kept,-0.6667332253294119
RPA0188,RPA0090,False,False,0.4968594441734797,0.7174683484516131,0.15513369081987577,-0.08920284321766422,none_kept,0.24433653403754
RPA0188,RPA0091,False,False,5.522777935158646e-05,0.2839226553224779,-0.6653565862564932,-0.23016450605944458,none_kept,-0.4351920801970486
RPA0188,RPA0092,False,False,0.04015585752910951,0.7459599491270997,-0.397704437634418,-0.08102875975076557,none_kept,-0.3166756778836524
RPA0188,RPA0095,False,False,0.0003913868615517319,0.0024969137719490202,0.6075106415762184,0.5396580430264502,none_kept,0.06785259854976822
RPA0188,RPA0109,False,False,0.001233490070508053,0.644549292138943,0.5671082105555365,0.1106217505975824,none_kept,0.4564864599579541
RPA0188,RPA0118,False,False,0.0018600289764881227,0.9341001606578607,0.5514578729469076,0.022956496187227365,none_kept,0.5285013767596802
RPA0188,RPA0119,False,False,0.0014067482777050972,0.3978507134155171,0.5621189831119433,0.18749646302553497,none_kept,0.37462252008640834
