hub,target,oxygen,r,p,q,kept
RPA2803,RPA0002,Aerobic,0.06423494474752993,0.6937418745330377,0.8018776364248739,False
RPA2803,RPA0004,Aerobic,0.26480298852679873,0.09868130072884122,0.20652766329192837,False
RPA2803,RPA0008,Aerobic,0.28116025707350234,0.07883734827496919,0.17555731457328505,False
RPA2803,RPA0009,Aerobic,0.3266714275354936,0.03965152870559281,0.10555466675643278,False
RPA2803,RPA0010,Aerobic,-0.05328157957930085,0.7440244112318755,0.8383805786519434,False
RPA2803,RPA0016,Aerobic,0.08050727442116788,0.6214264297910967,0.7476956731054345,False
RPA2803,RPA0018,Aerobic,0.18139444901945434,0.26263525895770845,0.4156433535159932,False
RPA2803,RPA0021,Aerobic,-0.15160350099177278,0.3503898270233848,0.5083905040143314,False
RPA2803,RPA0022,Aerobic,-0.47789275472797305,0.0018166969140846973,0.009844999810318163,False
RPA2803,RPA0025,Aerobic,-0.30783185162422977,0.053312948284461106,0.13134737253849732,False
RPA2803,RPA0027,Aerobic,0.07039647843716398,0.6659997983650238,0.7819219435485654,False
RPA2803,RPA0028,Aerobic,-0.16984460593383655,0.29474665474906175,0.4508944573306759,False
RPA2803,RPA0030,Aerobic,-0.5985864833112141,4.503845101064219e-05,0.0005108087673629356,False
RPA2803,RPA0031,Aerobic,0.699970181434801,4.98818094830085e-07,1.3978265879184054e-05,False
RPA2803,RPA0035,Aerobic,0.1238929038651235,0.4462616510781269,0.5999545664630911,False
RPA2803,RPA0036,Aerobic,0.4946223882218489,0.0011771927776613744,0.00699445516661066,False
RPA2803,RPA0037,Aerobic,-0.5297820760654799,0.0004387771322776509,0.0031708691880133672,False
RPA2803,RPA0038,Aerobic,0.030426442699068218,0.8521509562099426,0.9109801990013316,False
RPA2803,RPA0041,Aerobic,-0.7247297582213195,1.2382371682471256e-07,4.6143287126923495e-06,False
RPA2803,RPA0043,Aerobic,0.47686722122449954,0.0018643555178491597,0.010056096854863932,False
RPA2803,RPA0045,Aerobic,-0.0278327660242089,0.8646319884680107,0.9189429002585445,False
RPA2803,RPA0046,Aerobic,-0.6375873840157092,9.65452246113319e-06,0.00014820444703319467,False
RPA2803,RPA0047,Aerobic,0.2820861525490256,0.0778150774760993,0.1739254943868507,False
RPA2803,RPA0048,Aerobic,0.47542463786199063,0.0019332595632708094,0.010359152862410776,False
RPA2803,RPA0049,Aerobic,-0.06116515731293269,0.7077147331087397,0.8119520092088068,False
RPA2803,RPA0050,Aerobic,0.1586163564241873,0.3282849561435621,0.48594174387339445,False
RPA2803,RPA0051,Aerobic,-0.2089676999262116,0.1956445136858122,0.33836398844176857,False
RPA2803,RPA0052,Aerobic,0.540801631367881,0.0003148339298441497,0.0024241977056053783,False
RPA2803,RPA0053,Aerobic,0.10757468828640443,0.5087987979067417,0.65483754159222,False
RPA2803,RPA0054,Aerobic,-0.6150444505623551,2.4111319503117638e-05,0.00030991038869061696,False
RPA2803,RPA0055,Aerobic,0.2753657197675695,0.08547513261034106,0.18612472760827706,False
RPA2803,RPA0058,Aerobic,0.2660303418959413,0.09707106502090475,0.20404625865034953,False
RPA2803,RPA0059,Aerobic,-0.7357126639937963,6.356708750572201e-08,2.7259686025370456e-06,False
RPA2803,RPA0060,Aerobic,0.6178936642770763,2.1561615826159533e-05,0.00028301839430854177,False
RPA2803,RPA0061,Aerobic,-0.6132407073637247,2.586460997875906e-05,0.00032834539413716877,False
RPA2803,RPA0063,Aerobic,-0.5343490204181378,0.0003829096898489524,0.0028428075157177256,False
RPA2803,RPA0064,Aerobic,0.23907621756901382,0.13734650783255625,0.2625901012368379,False
RPA2803,RPA0065,Aerobic,0.38007508724070094,0.015557182421849279,0.05211907011340812,False
RPA2803,RPA0066,Aerobic,0.6086448644299196,3.0870107012998913e-05,0.0003779051205834378,False
RPA2803,RPA0067,Aerobic,0.260983732798229,0.10382310265325906,0.21446595441339936,False
RPA2803,RPA0068,Aerobic,0.10310343053791027,0.5266706040071575,0.6701143251237195,False
RPA2803,RPA0069,Aerobic,0.14835409052450388,0.3609320134178471,0.5189661163501442,False
RPA2803,RPA0070,Aerobic,-0.02818392230643025,0.8629402215460686,0.9180239276978126,False
RPA2803,RPA0071,Aerobic,-0.4872543092005316,0.0014289180377391132,0.008146782942464646,False
RPA2803,RPA0073,Aerobic,0.743071142673319,3.9918465903581495e-08,1.9028418365794812e-06,False
RPA2803,RPA0075,Aerobic,0.3447848729885748,0.02934943939337493,0.08437125419234073,False
RPA2803,RPA0076,Aerobic,-0.6164919040728535,2.278354009528899e-05,0.0002957654100754337,False
RPA2803,RPA0078,Aerobic,0.501482628824599,0.000979009703012281,0.006024331258692595,False
RPA2803,RPA0080,Aerobic,-0.5103768599299872,0.0007664380365175739,0.004960626349800922,False
RPA2803,RPA0083,Aerobic,-0.4787841193342686,0.001776149309777712,0.009660873241979165,False
RPA2803,RPA0085,Aerobic,0.48181464379532635,0.0016441977485517735,0.009081028173921524,False
RPA2803,RPA0089,Aerobic,0.2855603907613111,0.07407130386123924,0.16764144681817233,False
RPA2803,RPA0090,Aerobic,-0.4200120203149915,0.00697144701348059,0.028104224943931888,False
RPA2803,RPA0091,Aerobic,0.5704708177114548,0.00012137929330293903,0.001131554064016167,False
RPA2803,RPA0092,Aerobic,0.1631196170511479,0.3145591770624934,0.47186794161387313,False
RPA2803,RPA0095,Aerobic,-0.27410623005762974,0.08697366594055635,0.18854286666019962,False
RPA2803,RPA0109,Aerobic,-0.5185676723152731,0.0006081215395438135,0.004118854665559929,False
RPA2803,RPA0118,Aerobic,-0.5365197014282871,0.00035866394038416806,0.002693000531819368,False
RPA2803,RPA0119,Aerobic,-0.6105585835076086,2.868737976952783e-05,0.00035704218643930005,False
RPA2803,RPA0122,Aerobic,0.6668906530239302,2.6172600290528655e-06,5.223078484208232e-05,False
RPA2803,RPA0136,Aerobic,0.3785365106700679,0.01601615960307113,0.05329071408947293,False
RPA2803,RPA0139,Aerobic,0.4927015390757944,0.0012387064469427417,0.007285009572534113,False
RPA2803,RPA0144,Aerobic,0.5416637748073709,0.0003066142388444891,0.002372849217859204,False
RPA2803,RPA0147,Aerobic,0.6907442907281458,8.094337114876082e-07,2.0477678065907283e-05,False
RPA2803,RPA0157,Aerobic,-0.3831707975130635,0.014667279518500139,0.049820343499803105,False
RPA2803,RPA0158,Aerobic,-0.3838854335853763,0.014468081706256767,0.049310909056469315,False
RPA2803,RPA0159,Aerobic,-0.345298600178537,0.02909311071363892,0.08385265414574017,False
RPA2803,RPA0162,Aerobic,-0.5512076653832427,0.00022767150573975293,0.0018717117858127132,False
RPA2803,RPA0164,Aerobic,-0.45302869006951674,0.003330323273849118,0.01587839791446647,False
RPA2803,RPA0168,Aerobic,0.38785614216591063,0.013402497812399045,0.0465808185159121,False
RPA2803,RPA0169,Aerobic,0.18049742793027215,0.265042636783947,0.41814391019487473,False
RPA2803,RPA0170,Aerobic,0.4006312208753019,0.010413956054054034,0.03838465872673173,False
RPA2803,RPA0171,Aerobic,0.007322345028292453,0.9642327557284358,0.979478044481671,False
RPA2803,RPA0173,Aerobic,0.12892528475467774,0.42786166356702743,0.5827817974150933,False
RPA2803,RPA0174,Aerobic,-0.4221443861863136,0.006660890011499821,0.027164866280438786,False
RPA2803,RPA0175,Aerobic,0.44673730732815464,0.003855314517750126,0.017785976657845447,False
RPA2803,RPA0176,Aerobic,-0.5055924323252876,0.000875026292293353,0.0055070128165425,False
RPA2803,RPA0178,Aerobic,0.11870229667984525,0.46568450643389214,0.6173211051414329,False
