hub,target,oxygen,r,p,q,kept
RPA2540,RPA3653,Anaerobic,-0.1707225685630937,0.29222070130141514,0.4291162909543466,False
RPA2540,RPA3654,Anaerobic,0.4473258614014939,0.0038033180873090397,0.014992996282725006,False
RPA2540,RPA3657,Anaerobic,0.31663650456898296,0.0465213564286716,0.10697045792380515,False
RPA2540,RPA3659,Anaerobic,-0.41363525821095964,0.007975727472805163,0.026898530250234993,False
RPA2540,RPA3660,Anaerobic,-0.12232202253136394,0.4520925559498905,0.587290030879972,False
RPA2540,RPA3661,Anaerobic,-0.5854235493930289,7.246186724104686e-05,0.0006187040193241899,False
RPA2540,RPA3662,Anaerobic,-0.25437364926117023,0.11320162699439243,0.21145773320344574,False
RPA2540,RPA3663,Anaerobic,0.37111610552998586,0.018393362618481707,0.05194211288187861,False
RPA2540,RPA3669,Anaerobic,0.5422310445116503,0.00030131154233095045,0.001971803068278979,False
RPA2540,RPA3671,Anaerobic,0.2388953314264688,0.13765315857543928,0.2450301614605526,False
RPA2540,RPA3679,Anaerobic,0.4004808082531721,0.0104455164894873,0.03331307454464749,False
RPA2540,RPA3680,Anaerobic,0.6388859958163564,9.138205012697124e-06,0.00011435877866202489,False
RPA2540,RPA3685,Anaerobic,-0.21976689251305226,0.17301526518112478,0.29075182511759085,False
RPA2540,RPA3687,Anaerobic,-0.6239655089968121,1.692925183064284e-05,0.00018936194182172549,False
RPA2540,RPA3691,Anaerobic,0.27059763447121765,0.09125558691794959,0.17942635677454422,False
RPA2540,RPA3693,Anaerobic,-0.20208174149438407,0.21111744695087709,0.33739861900450374,False
RPA2540,RPA3694,Anaerobic,-0.09370371920567033,0.5652170946402587,0.6869535335617893,False
RPA2540,RPA3696,Anaerobic,-0.6174700639257711,2.192440922367751e-05,0.00023413852248977177,False
RPA2540,RPA3700,Anaerobic,-0.15953276383007392,0.3254620068228925,0.4644472641090242,False
RPA2540,RPA3701,Anaerobic,-0.5290679425108573,0.00044814383240532666,0.002711247592901597,False
RPA2540,RPA3702,Anaerobic,0.2769771314720183,0.08358718416911454,0.16777231072922835,False
RPA2540,RPA3706,Anaerobic,-0.6309532304935953,1.273432939519291e-05,0.0001496276510482545,False
RPA2540,RPA3707,Anaerobic,-0.047770206737359266,0.7697422596418272,0.8464826236468347,False
RPA2540,RPA3708,Anaerobic,-0.17094597837528075,0.291580171886591,0.4283916767352717,False
RPA2540,RPA3713,Anaerobic,0.5336521475191116,0.00039099934999791813,0.0024312964440737395,False
RPA2540,RPA3714,Anaerobic,0.6648548210207028,2.8789642033201955e-06,4.430600094453624e-05,False
