hub,target,oxygen,r,p,q,kept
RPA4244,RPA0002,Aerobic,-0.22319727425926422,0.16623687832885295,0.28945988820702595,False
RPA4244,RPA0004,Aerobic,0.28663854379208875,0.07293870054024064,0.15656672201215216,False
RPA4244,RPA0008,Aerobic,0.117875864343579,0.46881799072246877,0.6104727775329751,False
RPA4244,RPA0009,Aerobic,0.31006244102275055,0.051521498451207216,0.12042034860259951,False
RPA4244,RPA0010,Aerobic,-0.23112252771801503,0.1513137708374962,0.2704148798649692,False
RPA4244,RPA0016,Aerobic,-0.03142372099431101,0.8473612266558354,0.9035505677596395,False
RPA4244,RPA0018,Aerobic,-0.028838690085198626,0.8597873607892591,0.9120428766077828,False
RPA4244,RPA0021,Aerobic,-0.6567589759477683,4.175985221627039e-06,7.154021786424084e-05,False
RPA4244,RPA0022,Aerobic,0.1839406661689036,0.2558810145742662,0.3972204556098951,False
RPA4244,RPA0025,Aerobic,0.22094422519215037,0.17066688528494733,0.29532661046971964,False
RPA4244,RPA0027,Aerobic,-0.10182143844797875,0.5318509106476903,0.6654008294056638,False
RPA4244,RPA0028,Aerobic,0.1494292167435852,0.35742300108321434,0.5050637598001108,False
RPA4244,RPA0030,Aerobic,-0.42130153305418033,0.006782186198764743,0.024874793935144243,False
RPA4244,RPA0031,Aerobic,0.32933771494488456,0.03797239983265432,0.09513425272251558,False
RPA4244,RPA0035,Aerobic,-0.05219189679424778,0.7490885184927968,0.835093644341445,False
RPA4244,RPA0036,Aerobic,0.6305278503986305,1.2959573437303017e-05,0.00017541591941791208,False
RPA4244,RPA0037,Aerobic,-0.47352393164450385,0.0020274654610380233,0.009622475977204914,False
RPA4244,RPA0038,Aerobic,0.3833655616204136,0.014612762332473264,0.045294626486635875,False
RPA4244,RPA0041,Aerobic,-0.23576455346240324,0.14304124016429706,0.25952562258972484,False
RPA4244,RPA0043,Aerobic,0.37162189324264716,0.01822242158824735,0.05377872355563605,False
RPA4244,RPA0045,Aerobic,0.19561448007657795,0.22640469038948227,0.36356327636958446,False
RPA4244,RPA0046,Aerobic,-0.5237623799769635,0.0005235279600193056,0.003290234879112535,False
RPA4244,RPA0047,Aerobic,0.2963951322674748,0.06329703489566343,0.1407104239393135,False
RPA4244,RPA0048,Aerobic,0.5033467769977398,0.0009305568106018753,0.005194815155009519,False
RPA4244,RPA0049,Aerobic,-0.038658572756534185,0.8127858203020013,0.8801546020813249,False
RPA4244,RPA0050,Aerobic,-0.11927769799665709,0.46350944006260925,0.6056505347163029,False
RPA4244,RPA0051,Aerobic,-0.4164059711635332,0.007525052811462228,0.02698404530100641,False
RPA4244,RPA0052,Aerobic,0.26488658073315113,0.09857098593205339,0.19638309737338971,False
RPA4244,RPA0053,Aerobic,0.6118066430432816,2.734068400108526e-05,0.00031863262503574246,False
RPA4244,RPA0054,Aerobic,-0.3548923070401482,0.024635825249162968,0.06811274631433134,False
RPA4244,RPA0055,Aerobic,0.4271970961021512,0.0059722563820353985,0.022531656477993465,False
RPA4244,RPA0058,Aerobic,0.4431114078679641,0.004189525530705319,0.01708567993479884,False
RPA4244,RPA0059,Aerobic,-0.2850781844592174,0.07458230722139166,0.15920093813761169,False
RPA4244,RPA0060,Aerobic,0.3236134360914593,0.0416512806102406,0.10217617344121854,False
RPA4244,RPA0061,Aerobic,-0.38937317686269196,0.013013344060010965,0.041434553174749006,False
RPA4244,RPA0063,Aerobic,-0.3398635607262188,0.03190076366237031,0.0831209106431658,False
RPA4244,RPA0064,Aerobic,0.3376200005186847,0.03312297849759652,0.08555180050850744,False
RPA4244,RPA0065,Aerobic,0.3129621467389761,0.049265291075468995,0.11632632237481424,False
RPA4244,RPA0066,Aerobic,0.561433348791765,0.00016383022942764188,0.0013138312201020864,False
RPA4244,RPA0067,Aerobic,0.057589287451269774,0.7241107946001495,0.8167515935731071,False
RPA4244,RPA0068,Aerobic,0.5973545999539212,4.712992169010951e-05,0.0004899909705458977,False
RPA4244,RPA0069,Aerobic,-0.11903722290345066,0.46441779506359765,0.606503724600645,False
