hub,target,kept_Aerobic,kept_Anaerobic,q_Aerobic,q_Anaerobic,r_Aerobic,r_Anaerobic,category,delta_r
RPA0450,PRPA2,False,False,0.6454436265634445,0.017742182757647437,0.10767111675096011,-0.44100244324041077,none_kept,0.5486735599913709
RPA0450,PRPA5,False,False,0.09638789908167718,0.5931348794387727,0.3282969085901071,0.12293962666220254,none_kept,0.20535728192790453
RPA0450,RPA0002,False,False,0.5752369498119807,0.07951675444083164,0.12820976924938193,-0.34326897452831695,none_kept,0.4714787437776989
RPA0450,RPA0004,False,False,0.8595170572338919,0.39604445536843713,0.0449074086698716,-0.18435893771057577,none_kept,0.22926634638044735
RPA0450,RPA0008,False,False,0.04045230721090236,2.255241794287594e-06,-0.39093532296185735,0.7382403234153894,none_kept,-1.1291756463772467
RPA0450,RPA0009,False,False,0.5988952969931814,0.36394156452242105,-0.12124889837978427,-0.19548719854448668,none_kept,0.07423830016470241
RPA0450,RPA0010,False,False,0.548008631417293,0.44182870071607055,0.13662501007329658,-0.1691559652110648,none_kept,0.3057809752843614
RPA0450,RPA0016,False,False,5.925185987053481e-05,0.6411413176572722,0.661886677455541,0.10889647216560139,none_kept,0.5529902052899396
RPA0450,RPA0018,False,False,0.014062415992876104,0.7745493031877585,0.4536872874646122,0.06987224705870597,none_kept,0.3838150404059062
RPA0450,RPA0021,False,False,0.00250163543618446,0.21905181309795216,0.5355966375721615,-0.2538987196428734,none_kept,0.7894953572150349
RPA0450,RPA0022,False,False,0.8344298126655476,0.17585217520950605,-0.05239035516544632,0.275708551435967,none_kept,-0.32809890660141333
RPA0450,RPA0025,False,False,0.1933915813990915,0.42354551017486836,-0.26646246575586713,-0.17519162463802568,none_kept,-0.09127084111784145
RPA0450,RPA0027,False,False,0.33779262380779196,9.474327336450656e-08,0.2047913604788903,0.793721257323593,none_kept,-0.5889298968447028
RPA0450,RPA0028,False,False,0.2822276980002575,0.7275963910022029,0.22619517077061552,0.08350504156190539,none_kept,0.14269012920871013
RPA0450,RPA0030,False,False,0.5344999096692618,0.6575134037740996,0.14061233326258166,-0.10419662661737544,none_kept,0.2448089598799571
RPA0450,RPA0031,False,False,0.280194774092462,0.4406532327211274,-0.2270501841253491,0.16957213280644512,none_kept,-0.3966223169317942
RPA0450,RPA0035,False,False,0.3657515322757388,0.35322928812229365,0.19482905227656022,0.19920698863499336,none_kept,-0.004377936358433143
RPA0450,RPA0036,False,False,0.8200323908225474,0.18438353811112695,-0.056536981871050065,-0.27113934604916606,none_kept,0.214602364178116
RPA0450,RPA0037,False,False,0.0006406540578247322,0.2799720696410715,0.5879645586852104,0.2271337696794444,none_kept,0.36083078900576593
RPA0450,RPA0038,False,False,0.31145725878629515,0.4478920077337916,-0.21474779818711337,0.1671912720779551,none_kept,-0.38193907026506846
RPA0450,RPA0041,False,False,0.23135330929184897,0.04116893043100865,0.2480433138646657,0.3898087205173789,none_kept,-0.14176540665271323
RPA0450,RPA0043,False,False,0.6800875073069614,0.9442464410625843,-0.09750255588002543,-0.018719279492157737,none_kept,-0.0787832763878677
RPA0450,RPA0045,False,False,0.41526256519238103,0.034910030851269314,0.17790102078905692,-0.40042200979142434,none_kept,0.5783230305804813
RPA0450,RPA0046,False,False,0.05733505054327754,0.963577581201662,0.3672287085524155,0.012366384720911228,none_kept,0.3548623238315043
RPA0450,RPA0047,False,False,0.0769413780831698,0.6673567200093472,-0.34577836721312133,0.1012361273059724,none_kept,-0.4470144945190937
RPA0450,RPA0048,False,False,0.03229391697117932,0.440395280895048,-0.4053135073690036,0.1696603133153508,none_kept,-0.5749738206843544
RPA0450,RPA0049,False,False,0.4127328778680501,0.17446943555512284,0.1787515971860931,-0.27646693627887353,none_kept,0.45521853346496666
RPA0450,RPA0050,False,False,4.024434411684311e-05,0.04908896011030065,0.6723136540477351,-0.37788134651306116,none_kept,1.0501950005607963
RPA0450,RPA0051,False,False,0.8760697290621972,0.6898762548583623,0.039864905635261016,0.09461269180068228,none_kept,-0.05474778616542127
RPA0450,RPA0052,False,False,0.21441428758049907,0.02939189528903148,0.2560704822558196,0.4111700248349968,none_kept,-0.15509954257917724
RPA0450,RPA0053,False,False,0.05290397522390824,0.5599420315587176,-0.3727272335223367,-0.13291327202047948,none_kept,-0.23981396150185724
RPA0450,RPA0054,False,False,0.9557090158173859,0.15242993645618608,-0.01492717551413138,0.2891482757164573,none_kept,-0.30407545123058866
RPA0450,RPA0055,False,False,0.1335687672675496,0.7470742964886613,-0.301073496644379,0.07790212214703882,none_kept,-0.37897561879141783
RPA0450,RPA0058,True,False,2.6866518192162057e-09,0.1566140523400175,-0.8408500483807511,0.28661091809985023,Ae_only,-1.1274609664806012
RPA0450,RPA0059,False,False,0.521236246197335,0.10535261875055126,-0.14455193616653897,0.3210823607103186,none_kept,-0.46563429687685753
RPA0450,RPA0060,False,False,0.9688218237994675,0.6515029323016991,-0.010629050921522252,-0.10597475348567405,none_kept,0.0953457025641518
RPA0450,RPA0061,False,False,0.9067635588971849,0.24309471709698063,-0.030431554082499562,-0.2428862564432705,none_kept,0.21245470236077094
RPA0450,RPA0063,False,False,0.9697570249022572,0.00010423832638220664,-0.010295535856085211,0.6460797396872852,none_kept,-0.6563752755433704
RPA0450,RPA0064,False,False,0.8958628327289906,0.6114160961877723,-0.033728565851755585,-0.1175896215887162,none_kept,0.08386105573696062
