hub,target,kept_Aerobic,kept_Anaerobic,q_Aerobic,q_Anaerobic,r_Aerobic,r_Anaerobic,category,delta_r
PRPA5,PRPA2,False,False,0.5902182410822732,0.014388636354564522,0.12832234464055708,0.4587339373395166,none_kept,-0.33041159269895953
PRPA5,RPA0002,False,False,0.030809135322857017,0.1269631174842365,0.4148091311958535,0.3121032951027203,none_kept,0.10270583609313322
PRPA5,RPA0004,False,False,0.9963378698173463,0.006970270828686111,-0.001331920521193783,-0.49530901981586534,none_kept,0.49397709929467154
PRPA5,RPA0008,False,False,0.05623713044913334,0.8933412007573829,-0.37582222609570376,0.0367661635265246,none_kept,-0.4125883896222284
PRPA5,RPA0009,False,False,0.05778896201046662,0.0002517814080145611,-0.37379826096644,-0.6230113620481268,none_kept,0.24921310108168682
PRPA5,RPA0010,False,False,0.4731674058004964,0.26521679140757115,0.16434316391872666,-0.23910419356138898,none_kept,0.4034473574801156
PRPA5,RPA0016,False,False,0.2652065438372682,0.9476921088850793,0.23910999440382208,-0.01875141110130893,none_kept,0.25786140550513104
PRPA5,RPA0018,False,False,0.44019462463224607,0.06898732792511682,0.17489245457753588,0.36078804147411203,none_kept,-0.18589558689657615
PRPA5,RPA0021,False,False,0.3201229932025675,0.007525006146154052,0.21717043841668224,0.49168855274800066,none_kept,-0.27451811433131845
PRPA5,RPA0022,False,False,0.7121935287109502,0.06319015407004809,-0.09243882079790372,0.3673170818983094,none_kept,-0.45975590269621314
PRPA5,RPA0025,False,False,0.8708882697070693,0.06833478239406328,0.04396180160952659,0.3615297179475532,none_kept,-0.3175679163380266
PRPA5,RPA0027,False,False,0.8704681831256702,0.6607849046742715,-0.04409765312735793,0.10757906340381396,none_kept,-0.15167671653117187
PRPA5,RPA0028,False,False,0.13165213302425313,0.0008794283359135277,-0.30890415454465464,-0.5810625091202406,none_kept,0.27215835457558596
PRPA5,RPA0030,False,False,0.12885479255482218,0.3684497771878039,-0.31079954481042416,0.19927018362419974,none_kept,-0.5100697284346238
PRPA5,RPA0031,False,False,0.30008817887217926,0.00023606131512150837,0.22483785231661657,0.6250567374327982,none_kept,-0.40021888511618164
PRPA5,RPA0035,False,False,0.8943983531988491,0.7288578232943125,0.03638003523557297,-0.08732507482494564,none_kept,0.12370511006051861
PRPA5,RPA0036,False,False,0.34275002474316973,0.6655930644579925,0.20863056917780326,0.10623301526240163,none_kept,0.10239755391540163
PRPA5,RPA0037,False,False,0.15068541931150312,0.004533525726357096,0.29675311948459204,0.5153430138724745,none_kept,-0.21858989438788246
PRPA5,RPA0038,False,False,0.7677824075326626,0.5564165036895065,-0.0756647919565984,-0.13838946944846595,none_kept,0.06272467749186754
PRPA5,RPA0041,False,False,0.9300873141192503,0.22181604720982392,-0.024548142537788906,-0.2586633122609405,none_kept,0.2341151697231516
PRPA5,RPA0043,False,False,0.2258348249147651,0.8294768362292386,0.25682583389631397,0.056937584018714224,none_kept,0.19988824987759973
PRPA5,RPA0045,False,False,0.04521549811639487,0.005629809209617681,-0.390618459241428,-0.5053416289738978,none_kept,0.11472316973246977
PRPA5,RPA0046,False,False,0.827517835635105,0.9051561618695003,0.057573689255317494,-0.03274823479047875,none_kept,0.09032192404579625
PRPA5,RPA0047,False,False,0.22318604138793327,0.2265722441355327,-0.2580431065978661,-0.25643511982470224,none_kept,-0.001607986773163872
PRPA5,RPA0048,False,False,0.8808163797298072,0.4680173789131554,-0.040776907661432146,-0.16596052040719178,none_kept,0.12518361274575962
PRPA5,RPA0049,False,False,0.6444658698270977,0.033383482991427973,-0.11238909449954645,-0.41000372195891077,none_kept,0.2976146274593643
PRPA5,RPA0050,False,False,0.007436048896173098,0.9236669665271119,0.49223682094224797,0.026714224282151186,none_kept,0.46552259666009677
PRPA5,RPA0051,False,False,0.6442392816836204,0.7043034418859494,0.11244595897269767,0.0946194211182992,none_kept,0.017826537854398472
PRPA5,RPA0052,False,False,0.7150505043827174,0.73301637370968,0.09156073846908934,-0.08605813525055298,none_kept,0.1776188737196423
PRPA5,RPA0053,False,False,0.8699469575468812,0.1227579884727197,0.04425804487581718,0.31503549637753403,none_kept,-0.27077745150171684
PRPA5,RPA0054,False,False,0.6231998803710966,0.00047795443987792846,-0.11854686219185556,0.6021580732549522,none_kept,-0.7207049354468078
PRPA5,RPA0055,False,False,0.1538994029368107,0.7795073334906519,0.2948445964692141,0.07218233541089611,none_kept,0.22266226105831802
PRPA5,RPA0058,False,False,0.030797741371989137,0.014879332137676496,-0.41483143609405126,-0.456974681206177,none_kept,0.04214324511212575
PRPA5,RPA0059,False,False,0.05856546327137664,0.33680845746562915,-0.37286180527036183,0.21086418744938673,none_kept,-0.5837259927197486
PRPA5,RPA0060,False,False,0.8890004526307419,0.4571841758987059,0.03815665591083056,-0.16948991434628977,none_kept,0.20764657025712033
PRPA5,RPA0061,False,False,0.4294441992308932,0.39318060362873564,-0.17845420784681548,-0.19062745958486624,none_kept,0.012173251738050755
PRPA5,RPA0063,False,False,0.6380763559640646,0.0022326161066998093,-0.1142373867488044,0.5454393664009801,none_kept,-0.6596767531497845
