protein,module,kME,abs_kME,r_mu,abs_r_mu,r_mu_p,in_GR_module,r_mu_q,hub_class
RPA1198,2,-0.8514398998815211,0.8514398998815211,0.7406609632415238,0.7406609632415238,4.066510390915697e-15,True,1.841831657544012e-13,Other
RPA1199,18,0.6988714648894656,0.6988714648894656,-0.1552072564790647,0.1552072564790647,0.1692201462538013,False,0.22672569379026625,Other
RPA1200,8,0.5284738740359456,0.5284738740359456,-0.13646936164505752,0.13646936164505752,0.22740711382385065,False,0.2934642184648302,Other
RPA1201,13,-0.6543292941252643,0.6543292941252643,0.3201805113848188,0.3201805113848188,0.0037874202349742923,True,0.007902516153199169,Other
RPA1204,17,-0.8684906125684554,0.8684906125684554,-0.34166359980159816,0.34166359980159816,0.0019238262185797554,False,0.00436208215861124,Other
RPA1205,15,0.4715560729182672,0.4715560729182672,0.0018292566970707358,0.0018292566970707358,0.9871515222166367,False,0.9903513650763341,Other
RPA1210,3,-0.6471331846902318,0.6471331846902318,-0.6510346777691042,0.6510346777691042,6.234476385070602e-11,True,7.733123529790123e-10,Other
RPA1212,20,0.6902750294090498,0.6902750294090498,-0.2530737821733934,0.2530737821733934,0.02351625746286038,False,0.04024856231201081,Other
RPA1217,5,0.5872483946827618,0.5872483946827618,-0.11905844359107287,0.11905844359107287,0.29285546565119214,False,0.3652334450733806,Other
RPA1218,9,0.6702101960077211,0.6702101960077211,-0.3725950209868861,0.3725950209868861,0.0006651041120798578,True,0.0017178001893355993,Other
RPA1220,7,-0.4459764229712362,0.4459764229712362,-0.17334165578080912,0.17334165578080912,0.12412700661510062,True,0.17240377807347934,Other
RPA1223,3,-0.9098300515599606,0.9098300515599606,-0.6137246383674655,0.6137246383674655,1.4199949183236153e-09,True,1.221629535991181e-08,Other
RPA1226,17,-0.7913253264581919,0.7913253264581919,-0.18191746322377225,0.18191746322377225,0.10630679097478109,False,0.15138934880381016,Other
RPA1228,3,-0.8818311966005102,0.8818311966005102,-0.5248724833710556,0.5248724833710556,5.792540405222243e-07,True,2.996308504874013e-06,Other
RPA1235,8,0.13749105795919397,0.13749105795919397,0.19142342699336884,0.19142342699336884,0.08894955539403714,False,0.12945088116514653,Other
RPA1236,4,0.7663702410514722,0.7663702410514722,0.06665972846564096,0.06665972846564096,0.5568725791853418,False,0.6233347676595418,Other
RPA1237,4,0.7357710001564869,0.7357710001564869,0.2389156506774671,0.2389156506774671,0.032817636617331496,False,0.054412813569986236,Other
RPA1240,7,-0.8384933906998984,0.8384933906998984,-0.5340085571117132,0.5340085571117132,3.3750167918316796e-07,True,1.8166394731685304e-06,Other
RPA1243,1,-0.4496519494044108,0.4496519494044108,0.22898094617657916,0.22898094617657916,0.04104599942725358,True,0.0664537235714123,Other
RPA1244,1,-0.6785043752004989,0.6785043752004989,0.2690209813428412,0.2690209813428412,0.015822186245974118,True,0.02847073629726157,Other
RPA1245,19,0.766884188501497,0.766884188501497,-0.10575281807642746,0.10575281807642746,0.35050168401669585,False,0.424297761822112,Other
RPA1246,1,-0.6010415874916641,0.6010415874916641,0.38063613630745363,0.38063613630745363,0.0004957942805116301,True,0.0013209325378911007,Other
RPA1259,2,-0.5064757322336944,0.5064757322336944,0.34857547851918125,0.34857547851918125,0.0015312413142850086,True,0.0035367103490388818,Other
RPA1260,7,-0.8785868897460809,0.8785868897460809,-0.5558518433019767,0.5558518433019767,8.679219441637881e-08,True,5.319244390469156e-07,Other
RPA1261,2,-0.4524710910785986,0.4524710910785986,0.5463416040367364,0.5463416040367364,1.586440362446311e-07,True,9.149129667896894e-07,Other
RPA1262,11,0.7012964447547089,0.7012964447547089,0.06487045015782728,0.06487045015782728,0.567532118931383,False,0.6314602425737438,Other
RPA1263,2,-0.22828616364629845,0.22828616364629845,0.30374226305458507,0.30374226305458507,0.006162087936756096,True,0.012199357461147196,Other
RPA1265,1,-0.515931244408212,0.515931244408212,0.4321799259257142,0.4321799259257142,6.249609132103847e-05,True,0.00020468296575514713,Other
RPA1267,2,-0.6762179087238844,0.6762179087238844,0.5709827561841918,0.5709827561841918,3.195115234191725e-08,True,2.1255748893255348e-07,Other
RPA1268,2,-0.40498896702462034,0.40498896702462034,0.18098301540250214,0.18098301540250214,0.10814608920004536,True,0.15342038781091233,Other
RPA1276,4,0.8697367769080553,0.8697367769080553,0.1247580733100266,0.1247580733100266,0.27019116233921603,False,0.34039687141378844,Other
RPA1277,10,-0.5528414391195149,0.5528414391195149,0.16938759138781395,0.16938759138781395,0.13307608738084317,False,0.1827827620312321,Other
RPA1278,1,-0.7176016395067703,0.7176016395067703,0.3514685396511436,0.3514685396511436,0.0013896044053672311,True,0.003249994182326131,Other
RPA1281,2,-0.8561570300696102,0.8561570300696102,0.7426885779816718,0.7426885779816718,3.1250714134922776e-15,True,1.6120160041264332e-13,Other
RPA1284,13,-0.7488577174459037,0.7488577174459037,0.23306728084678602,0.23306728084678602,0.037474759681788594,True,0.06115169484102058,Other
RPA1285,2,-0.6199635989590417,0.6199635989590417,0.5480628046419005,0.5480628046419005,1.4243499067686774e-07,True,8.291591777020169e-07,Other
RPA1287,1,-0.6444233135334643,0.6444233135334643,0.6140951060956352,0.6140951060956352,1.3793560015620496e-09,True,1.1972207246510643e-08,Other
RPA1288,6,-0.7787446353404679,0.7787446353404679,0.053713749295851154,0.053713749295851154,0.6360626710004537,False,0.6923613013176099,Other
RPA1291,20,0.7756024728277859,0.7756024728277859,-0.3998921840651827,0.3998921840651827,0.00023780483811380876,False,0.0006783465197808646,Other
RPA1297,9,0.7130006032586764,0.7130006032586764,-0.5348748282716643,0.5348748282716643,3.203849619324963e-07,True,1.7345623157686463e-06,Other
RPA1298,3,-0.6479966790054925,0.6479966790054925,-0.19219627605789136,0.19219627605789136,0.0876431692720516,True,0.1279262475985076,Other
RPA1301,20,0.4052886951475075,0.4052886951475075,-0.5130294613993964,0.5130294613993964,1.1400711320364633e-06,False,5.5277078125109985e-06,Other
RPA1303,9,0.9179350549144318,0.9179350549144318,-0.6836815440387585,0.6836815440387585,2.771131546918137e-12,True,4.7210929198412664e-11,Other
RPA1304,15,0.5146981664160589,0.5146981664160589,-0.06269230232364795,0.06269230232364795,0.5806361601665263,False,0.6429584671611445,Other
RPA1307,17,-0.902232119844843,0.902232119844843,-0.5399523604261072,0.5399523604261072,2.3545297164368438e-07,False,1.3051825920666325e-06,Other
RPA1356,15,0.6662350085286188,0.6662350085286188,-0.0766616087079531,0.0766616087079531,0.4991128380839983,False,0.5714257338606565,Other
RPA1357,7,-0.9203935380072065,0.9203935380072065,-0.742867328095604,0.742867328095604,3.0530005070070854e-15,True,1.6120160041264332e-13,Other
RPA1362,10,-0.5282940753458438,0.5282940753458438,0.1268210205136106,0.1268210205136106,0.26228680549121675,False,0.33201540408806374,Other
RPA1365,6,-0.5996194403294399,0.5996194403294399,-0.008281553975725314,0.008281553975725314,0.9418793977474531,False,0.9542116975542937,Other
RPA1414,5,0.7037175881877149,0.7037175881877149,-0.2476771285339246,0.2476771285339246,0.02675584514648403,False,0.04516873130638258,Other
RPA1415,1,-0.2518065351355212,0.2518065351355212,0.34887253545044494,0.34887253545044494,0.0015161201096763172,True,0.003506145757993675,Other
RPA1416,4,0.6884136531836373,0.6884136531836373,0.41225228510186485,0.41225228510186485,0.00014486513826284528,False,0.00043742205163268893,Other
RPA1417,5,0.6287159787301781,0.6287159787301781,0.07790515358833684,0.07790515358833684,0.4921563312522809,False,0.5647271952712314,Other
RPA1423,3,-0.7676057462643062,0.7676057462643062,-0.6498509992355098,0.6498509992355098,6.930329174979267e-11,True,8.411517175121895e-10,Other
RPA1424,3,-0.8363147823235484,0.8363147823235484,-0.7730788010383054,0.7730788010383054,4.387482576525391e-17,True,3.879788164098881e-15,Other
RPA1428,9,0.5489505254282108,0.5489505254282108,-0.33677530726391397,0.33677530726391397,0.0022539027573618047,True,0.005018582038873946,Other
RPA1430,1,-0.40488618302333124,0.40488618302333124,0.258338942815886,0.258338942815886,0.020683504771252328,True,0.036065040713817435,Other
RPA1441,3,-0.6824934383481498,0.6824934383481498,-0.4466793778574324,0.4466793778574324,3.277321892046589e-05,True,0.00011354452898377827,Other
RPA1442,7,-0.9238192352155754,0.9238192352155754,-0.7781431861641446,0.7781431861641446,2.020749172894319e-17,True,2.20737130239103e-15,Other
RPA1446,1,-0.633867040589547,0.633867040589547,0.46245845364723875,0.46245845364723875,1.5691143234333854e-05,True,5.898472264404447e-05,Other
RPA1449,1,-0.664822873795537,0.664822873795537,0.29576800552468663,0.29576800552468663,0.007729298101089589,True,0.014942598239996557,Other
RPA1451,4,0.7484433800719188,0.7484433800719188,0.2522637448327523,0.2522637448327523,0.02398011105690429,False,0.04096694225636731,Other
RPA1463,1,-0.7342397648846789,0.7342397648846789,0.4914331096500013,0.4914331096500013,3.677008811618371e-06,True,1.580603093327619e-05,Other
RPA1484,18,0.6443436352794902,0.6443436352794902,-0.27932607422105005,0.27932607422105005,0.012100231704353015,False,0.02240292151045219,Other
RPA1488,1,-0.5375089763246559,0.5375089763246559,0.296865648996411,0.296865648996411,0.007494646145214553,True,0.01454290270811225,Other
RPA1489,1,-0.3247809784165078,0.3247809784165078,-0.04704469849313279,0.04704469849313279,0.6785902097559662,True,0.7300563671519243,Other
RPA1494,3,-0.8682413392705004,0.8682413392705004,-0.7188450051665839,0.7188450051665839,5.970951885049042e-14,True,1.6889428153543195e-12,Other
RPA1495,3,-0.9703629584577445,0.9703629584577445,-0.7392184738439485,0.7392184738439485,4.897088687790233e-15,True,2.1652127841015388e-13,WGCNA Hub only
RPA1497,18,0.8413810099773088,0.8413810099773088,-0.26050827482758876,0.26050827482758876,0.01960422033979441,False,0.03437680563833637,Other
RPA1499,19,0.6602968329330965,0.6602968329330965,-0.19211498560541518,0.19211498560541518,0.08777986027834506,False,0.1279491369991262,Other
RPA1506,7,-0.9660041007529947,0.9660041007529947,-0.7146892033573037,0.7146892033573037,9.682075852383674e-14,True,2.4971687302606223e-12,WGCNA Hub only
RPA1507,3,-0.48189855256802405,0.48189855256802405,-0.1814093327665371,0.1814093327665371,0.10730391710081437,True,0.15251054872184774,Other
RPA1510,9,0.7993466668828622,0.7993466668828622,-0.3669778439242073,0.3669778439242073,0.0008130133854234399,True,0.0020466089247134383,Other
RPA1512,17,-0.8590749121803215,0.8590749121803215,-0.25864404187274176,0.25864404187274176,0.020528708344747185,False,0.035828770109206313,Other
RPA1513,7,-0.8468420501069046,0.8468420501069046,-0.5386460705017935,0.5386460705017935,2.549931318420526e-07,True,1.4009533900316324e-06,Other
RPA1514,4,0.8684123320989882,0.8684123320989882,0.4408285086503573,0.4408285086503573,4.267481254742966e-05,False,0.00014176587996525382,Other
RPA1515,9,0.8621279383016973,0.8621279383016973,-0.7371679417383541,0.7371679417383541,6.364578161215154e-15,True,2.6790707265518944e-13,Other
RPA1518,1,-0.6172630661616597,0.6172630661616597,0.4127582330720527,0.4127582330720527,0.00014189701823766286,True,0.0004305600700446731,Other
RPA1519,3,-0.8831828823386407,0.8831828823386407,-0.6016605614854934,0.6016605614854934,3.582404082807182e-09,True,2.9435948591915653e-08,Other
RPA1521,4,0.4044952838404793,0.4044952838404793,0.09261540533109437,0.09261540533109437,0.4138723095818685,False,0.4891725060832748,Other
RPA1522,7,-0.8257497243484887,0.8257497243484887,-0.518391003277108,0.518391003277108,8.417458119267229e-07,True,4.213266772905457e-06,Other
RPA1524,6,-0.8931243393064413,0.8931243393064413,0.09794031241202047,0.09794031241202047,0.3874240664672988,False,0.46207224883094017,Other
RPA1525,3,-0.8276074808559559,0.8276074808559559,-0.3343418970800863,0.3343418970800863,0.0024364745836362497,True,0.0053735549902761475,Other
RPA1527,3,-0.6392061882800125,0.6392061882800125,-0.44863561153719955,0.44863561153719955,2.997195127444991e-05,True,0.00010521344710142435,Other
RPA1528,7,-0.3675041808932867,0.3675041808932867,-0.170171277723369,0.170171277723369,0.13126456973047199,True,0.18069555670087953,Other
RPA1532,7,-0.6699619618886506,0.6699619618886506,-0.2988253404473643,0.2988253404473643,0.0070912470239409275,True,0.013817886383481954,Other
RPA1535,17,-0.9481818808962222,0.9481818808962222,-0.3661669477329055,0.3661669477329055,0.0008366778982994972,False,0.0020911317054403316,Other
RPA1539,2,-0.5846651562835936,0.5846651562835936,0.4610764511669825,0.4610764511669825,1.676118603476663e-05,True,6.247399912277737e-05,Other
RPA1542,15,0.7581067085141504,0.7581067085141504,0.3344675337120808,0.3344675337120808,0.0024267330240432716,False,0.005358434275443942,Other
RPA1543,14,0.4771108426987945,0.4771108426987945,-0.16138526025157696,0.16138526025157696,0.15267423182290613,False,0.2060700828292176,Other
RPA1544,15,0.5200530575738656,0.5200530575738656,-0.13486966054505334,0.13486966054505334,0.2329539334398813,False,0.29937401688433185,Other
RPA1545,7,-0.8148566929844963,0.8148566929844963,-0.4404650887238369,0.4404650887238369,4.337347359147861e-05,True,0.0001438295365345996,Other
RPA1546,7,-0.7615531700681311,0.7615531700681311,-0.3105597496630086,0.3105597496630086,0.0050520486111748425,True,0.01017533001187818,Other
RPA1548,9,0.9581925790634285,0.9581925790634285,-0.6860551468977631,0.6860551468977631,2.175268600505227e-12,True,3.8471178963221016e-11,WGCNA Hub only
RPA1549,9,0.6982731023014657,0.6982731023014657,-0.3456419971558445,0.3456419971558445,0.0016880445648915089,True,0.0038652265807688434,Other
RPA1550,11,0.6761614578476927,0.6761614578476927,-0.313418902924583,0.313418902924583,0.004641950334806272,False,0.009483060254934266,Other
RPA1552,7,-0.5158215944172917,0.5158215944172917,-0.3524929876651721,0.3524929876651721,0.001342363246395016,True,0.0031634118636491683,Other
RPA1553,6,-0.7447877397692608,0.7447877397692608,0.0442641707009592,0.0442641707009592,0.6966320035093939,False,0.7434745002970946,Other
RPA1554,2,-0.632991122623279,0.632991122623279,0.47608237033345113,0.47608237033345113,8.062732972373367e-06,True,3.219891425741364e-05,Other
RPA1559,2,-0.32643230109383004,0.32643230109383004,-0.04360548253163008,0.04360548253163008,0.7009312109557301,True,0.7467752488495644,Other
RPA1560,1,-0.22358849046215662,0.22358849046215662,-0.12949903332117604,0.12949903332117604,0.2522615633930217,True,0.3212961064614824,Other
RPA1561,1,-0.31983266218663403,0.31983266218663403,0.005079548526914508,0.005079548526914508,0.9643320109065744,True,0.9711304469921413,Other
RPA1568,1,-0.5489694834525165,0.5489694834525165,0.30078930221617384,0.30078930221617384,0.006706270799119216,True,0.013150522570184144,Other
RPA1569,2,-0.5103960975073264,0.5103960975073264,0.21424956049918725,0.21424956049918725,0.05634336065923964,True,0.08807207133350843,Other
RPA1570,1,-0.7419990843050314,0.7419990843050314,0.2612243670818414,0.2612243670818414,0.019258706769835744,True,0.03382439086464292,Other
RPA1572,1,-0.6525587957165265,0.6525587957165265,0.4036222754650387,0.4036222754650387,0.00020518160224640354,True,0.0005925695728951344,Other
RPA1573,3,-0.7436498319816429,0.7436498319816429,-0.44388214360895484,0.44388214360895484,3.720444138287337e-05,True,0.00012600224848221495,Other
RPA1575,12,0.8216914587823263,0.8216914587823263,-0.4501672099066536,0.4501672099066536,2.7936243669320013e-05,False,9.881448475033764e-05,Other
RPA1576,13,-0.8293746504688138,0.8293746504688138,0.561719282556292,0.561719282556292,5.925902072367823e-08,True,3.742993247750696e-07,Other
RPA1577,11,0.703143656068585,0.703143656068585,0.09238390863031076,0.09238390863031076,0.41504539134216234,False,0.4899804778909062,Other
RPA1578,1,-0.6225685465155787,0.6225685465155787,0.20404830493651738,0.20404830493651738,0.06944835548909938,True,0.10623195728439666,Other
RPA1579,2,-0.7247539591184705,0.7247539591184705,0.39379576945302863,0.39379576945302863,0.0003015424202722666,True,0.0008445916658304662,Other
RPA1586,2,-0.8039690012279097,0.8039690012279097,0.619224909781483,0.619224909781483,9.191071405125596e-10,True,8.518030437091734e-09,Other
RPA1589,1,-0.5310630956945663,0.5310630956945663,0.3338694761457073,0.3338694761457073,0.0024734197824850005,True,0.005445029514876218,Other
RPA1591,1,-0.1648397756176087,0.1648397756176087,0.3180354180122646,0.3180354180122646,0.004041939329030666,True,0.008367760684514992,Other
RPA1594,22,-0.8293217295613445,0.8293217295613445,-0.35654557149160704,0.35654557149160704,0.001169390346250875,False,0.002820205029854383,Other
RPA1597,1,-0.5195633514395208,0.5195633514395208,0.33913087425004074,0.33913087425004074,0.0020889759880616697,True,0.004696402433208863,Other
RPA1599,1,-0.7657128726622233,0.7657128726622233,0.5001506692695667,0.5001506692695667,2.314104171981759e-06,True,1.0354919150289462e-05,Other
RPA1600,2,-0.8552850334325532,0.8552850334325532,0.7424442083112419,0.7424442083112419,3.2262603604498038e-15,True,1.619233916041969e-13,Other
RPA1608,21,0.8780713023176283,0.8780713023176283,-0.02917975264065159,0.02917975264065159,0.7972260804431432,False,0.8307793666570803,Other
RPA1610,5,0.767551011713273,0.767551011713273,-0.11451175625404883,0.11451175625404883,0.3118076432557892,False,0.3847354109807313,Other
RPA1611,5,0.737305836517245,0.737305836517245,-0.17086574559053425,0.17086574559053425,0.12967500639906193,False,0.17917149321656103,Other
RPA1612,11,0.4397970608059098,0.4397970608059098,-0.05831131780353915,0.05831131780353915,0.6074048804455744,False,0.6666376258790967,Other
RPA1613,17,-0.8428729064190157,0.8428729064190157,-0.44334218555250815,0.44334218555250815,3.8121578053380664e-05,False,0.00012824596095131866,Other
RPA1614,12,0.6826323773731383,0.6826323773731383,-0.39187893944059904,0.39187893944059904,0.00032461312428063815,False,0.0009010561611197984,Other
RPA1615,14,0.7823419814204856,0.7823419814204856,-0.3260552671334487,0.3260552671334487,0.0031619174564995376,False,0.006725865654890769,Other
RPA1616,3,-0.595368934657296,0.595368934657296,-0.3630689023266461,0.3630689023266461,0.0009329698194473477,True,0.0023038895674384638,Other
RPA1617,1,-0.6605937769888943,0.6605937769888943,0.4473863216745817,0.4473863216745817,3.173390006737124e-05,True,0.00011035552888597077,Other
RPA1618,1,-0.8790480997083513,0.8790480997083513,0.5142038447524698,0.5142038447524698,1.0672486237514635e-06,True,5.21547551133281e-06,Other
RPA1620,3,-0.7478873085019275,0.7478873085019275,-0.5315165813287911,0.5315165813287911,3.916958409186425e-07,True,2.0841810217361576e-06,Other
RPA1622,4,0.5922157390522977,0.5922157390522977,0.3923560727250638,0.3923560727250638,0.00031872373933797,False,0.000886032910105704,Other
RPA1624,1,-0.5152804741774808,0.5152804741774808,0.22384706832717643,0.22384706832717643,0.04592905967121554,True,0.07308505896267975,Other
RPA1626,4,0.8178162900570085,0.8178162900570085,-0.12286602573583894,0.12286602573583894,0.2775801467304363,False,0.34899548576738,Other
RPA1629,2,-0.665625231543529,0.665625231543529,0.44985048170221487,0.44985048170221487,2.83463408506982e-05,True,9.991425061614304e-05,Other
RPA1630,7,-0.719447693699844,0.719447693699844,-0.410661056286168,0.410661056286168,0.00015457772243495613,True,0.0004629852105834089,Other
RPA1632,14,0.6729019101271583,0.6729019101271583,-0.45469896471229176,0.45469896471229176,2.264242552311983e-05,False,8.19629321567905e-05,Other
RPA1634,1,-0.8050673599387146,0.8050673599387146,0.2428804070192731,0.2428804070192731,0.029945072519900223,True,0.05009786611040354,Other
RPA1635,9,0.7842997474096685,0.7842997474096685,-0.3796759398039737,0.3796759398039737,0.0005136992695007397,True,0.0013647203769139823,Other
RPA1636,1,-0.8167313758450672,0.8167313758450672,0.3528645126307178,0.3528645126307178,0.0013255930675241051,True,0.003127860643446332,Other
RPA1637,19,0.857108380832567,0.857108380832567,0.19809027842045623,0.19809027842045623,0.07817281104265834,False,0.11659992779615787,Other
RPA1640,18,0.6559814907910011,0.6559814907910011,-0.084366716485066,0.084366716485066,0.4568458840523798,False,0.5328912102294405,Other
RPA1645,15,0.6207388710988262,0.6207388710988262,0.15375503192880324,0.15375503192880324,0.1732941083026991,False,0.23118330396416106,Other
RPA1648,3,-0.9395797726274487,0.9395797726274487,-0.6946062249100993,0.6946062249100993,8.919650857233979e-13,True,1.6854720457163418e-11,WGCNA Hub only
RPA1651,4,0.6604202058829777,0.6604202058829777,0.18101632179617624,0.18101632179617624,0.10808010963200457,False,0.15342038781091233,Other
RPA1653,5,0.42863988314159823,0.42863988314159823,-0.0025635069478280523,0.0025635069478280523,0.9819949728402579,False,0.9857106294942481,Other
RPA1655,8,0.8147951964372531,0.8147951964372531,0.16490856789311353,0.16490856789311353,0.14379555705798425,False,0.19620010981386976,Other
RPA1659,3,-0.9526082683222392,0.9526082683222392,-0.6391086546198095,0.6391086546198095,1.7732404865825945e-10,True,1.9718009482538193e-09,WGCNA Hub only
RPA1661,3,-0.808295212867977,0.808295212867977,-0.6150386587906183,0.6150386587906183,1.280809646896172e-09,True,1.1219167520217884e-08,Tier 1 only
RPA1662,10,-0.5239015405130458,0.5239015405130458,0.17586160598999914,0.17586160598999914,0.11866868440896114,False,0.1659395684845187,Other
RPA1664,12,0.3703595821926822,0.3703595821926822,-0.16272770466332132,0.16272770466332132,0.14924426719571918,False,0.2024445611266987,Other
RPA1666,7,-0.9697968195105164,0.9697968195105164,-0.6471212908500862,0.6471212908500862,8.830084513059887e-11,True,1.0378143633387474e-09,WGCNA Hub only
RPA1668,3,-0.7795492052825312,0.7795492052825312,-0.3570570969903124,0.3570570969903124,0.0011490574222438386,True,0.0027820073443374296,Other
RPA1669,3,-0.655553515796737,0.655553515796737,-0.3052232566919412,0.3052232566919412,0.00590414259720572,True,0.011738750324422937,Other
RPA1670,12,0.4397151069755028,0.4397151069755028,-0.12828233765832728,0.12828233765832728,0.2567833566682706,False,0.32616052895552566,Other
RPA1673,4,0.24875992847408823,0.24875992847408823,-0.057562345925578434,0.057562345925578434,0.61203477722894,False,0.6704810709173333,Other
RPA1675,10,-0.4414808120909731,0.4414808120909731,0.3540752932789467,0.3540752932789467,0.001272247022420821,False,0.003025048297868713,Other
RPA1676,3,-0.9682570272522737,0.9682570272522737,-0.7663217350101059,0.7663217350101059,1.1972627482549143e-16,True,8.551218936574522e-15,WGCNA Hub only
RPA1678,14,0.5953434844280392,0.5953434844280392,-0.3338317006108998,0.3338317006108998,0.002476395568771066,False,0.005445029514876218,Other
RPA1682,17,-0.8062647723011309,0.8062647723011309,-0.3759642728102415,0.3759642728102415,0.0005886088321610708,False,0.0015414774196996102,Other
RPA1683,9,0.6500493807236494,0.6500493807236494,-0.22990640952663233,0.22990640952663233,0.040213366625838784,True,0.06537662612753595,Other
RPA1684,4,0.6448235994004834,0.6448235994004834,0.23814223247980526,0.23814223247980526,0.03340414761500661,False,0.055335862730657694,Other
RPA1685,2,-0.7911514141267251,0.7911514141267251,0.7517696514265357,0.7517696514265357,9.316989750983616e-16,True,5.40676561486768e-14,Other
RPA1686,10,-0.6567002921344021,0.6567002921344021,0.37336486410948333,0.37336486410948333,0.0006468675974290272,False,0.00167536001175133,Other
RPA1687,2,-0.6329339519254056,0.6329339519254056,0.44718298668409545,0.44718298668409545,3.202964480951461e-05,True,0.00011117579516124976,Other
RPA1690,1,-0.36966589446187936,0.36966589446187936,0.2807069402143603,0.2807069402143603,0.011664508984235794,True,0.021682675859585457,Other
RPA1693,10,-0.6128472904916401,0.6128472904916401,0.14613383902863816,0.14613383902863816,0.19585697180542058,False,0.2572181022932575,Other
RPA1696,13,-0.13920208217304958,0.13920208217304958,0.00418611203494508,0.00418611203494508,0.970602534535951,True,0.9763861899421783,Other
RPA1703,4,0.7510321947164914,0.7510321947164914,0.19439645698680555,0.19439645698680555,0.0840070730789003,False,0.12361421133717738,Other
RPA1710,1,-0.5894690897586292,0.5894690897586292,0.4281798519240471,0.4281798519240471,7.42985032543059e-05,True,0.00024036989641680498,Other
RPA1712,1,-0.8343408152003773,0.8343408152003773,0.5653717166917896,0.5653717166917896,4.6554529121294034e-08,True,2.9914104006312463e-07,Other
RPA1718,1,-0.6462952652673655,0.6462952652673655,0.4481272782243867,0.4481272782243867,3.067758764302558e-05,True,0.00010688232692889025,Other
RPA1722,13,-0.5120519252385751,0.5120519252385751,0.19809478050059887,0.19809478050059887,0.07816590285388743,True,0.11659992779615787,Other
RPA1725,1,-0.7723049873156549,0.7723049873156549,0.7090540039333297,0.7090540039333297,1.8397699708652024e-13,True,4.3800677383290776e-12,Other
RPA1730,4,0.6830610052656167,0.6830610052656167,0.31996337156147037,0.31996337156147037,0.003812518105090531,False,0.00794595524259609,Other
RPA1731,10,-0.7913847915552641,0.7913847915552641,0.23672234199393985,0.23672234199393985,0.034503798651178426,False,0.05685319795495859,Other
RPA1732,8,0.40368738393125364,0.40368738393125364,0.06594899571316797,0.06594899571316797,0.5610952661487644,False,0.6265507572088126,Other
RPA1734,8,0.6777450753972702,0.6777450753972702,0.07522346391457335,0.07522346391457335,0.507221376107835,False,0.5796369818044613,Other
RPA1737,3,-0.6418246759580166,0.6418246759580166,-0.2853499916083317,0.2853499916083317,0.01029795704269833,True,0.019414524089635326,Other
RPA1741,8,0.6864400539297248,0.6864400539297248,0.4895204178541574,0.4895204178541574,4.063356967709854e-06,False,1.7266942537842557e-05,Other
RPA1743,3,-0.8361750181074667,0.8361750181074667,-0.6112348474196924,0.6112348474196924,1.724307773297449e-09,True,1.4755942557665267e-08,Other
RPA1745,8,0.26748166140932345,0.26748166140932345,-0.07283124494950757,0.07283124494950757,0.5208579310500961,False,0.5912183239364477,Other
RPA1748,21,0.9199696647816655,0.9199696647816655,-0.3119616612611765,0.3119616612611765,0.004847118704527151,False,0.009815811814947567,Other
RPA1753,8,0.3521374041893576,0.3521374041893576,0.07964296140994115,0.07964296140994115,0.4825209752834455,False,0.5562020180641579,Other
RPA1757,5,0.9271688737096012,0.9271688737096012,0.04629213915804638,0.04629213915804638,0.6834559995873618,False,0.7322655466534114,Other
RPA1758,10,-0.6209141733224849,0.6209141733224849,0.4854721967565958,0.4854721967565958,5.010295585632211e-06,False,2.0814583674539186e-05,Other
RPA1759,8,0.4868989987038362,0.4868989987038362,0.198731977623485,0.198731977623485,0.07719306479861292,False,0.11550968680985027,Other
RPA1760,1,-0.6597001736401223,0.6597001736401223,0.48157370848727965,0.48157370848727965,6.1148862342463396e-06,True,2.4956799421968028e-05,Other
RPA1761,2,-0.5781699800391601,0.5781699800391601,0.5236813921038967,0.5236813921038967,6.207972903136576e-07,True,3.167089472836435e-06,Other
RPA1763,1,-0.8217303201215407,0.8217303201215407,0.644905831223355,0.644905831223355,1.0729512284642405e-10,True,1.22992001929512e-09,Other
RPA1765,5,0.7764939028477513,0.7764939028477513,-0.13536176786958107,0.13536176786958107,0.23123766665084547,False,0.29737420150319943,Other
RPA1772,2,-0.2183375386146148,0.2183375386146148,0.1837043578426562,0.1837043578426562,0.10285741169280066,True,0.1471542476991763,Other
RPA1775,1,-0.4404951265627426,0.4404951265627426,0.4602887611689849,0.4602887611689849,1.7401189166536783e-05,True,6.411509579813255e-05,Other
RPA1777,8,0.8740263414615796,0.8740263414615796,0.3651415641756573,0.3651415641756573,0.0008674982298257242,False,0.002162341225216604,Other
RPA1779,14,0.7466291767573455,0.7466291767573455,-0.4120099380708241,0.4120099380708241,0.00014630706581414199,False,0.0004410588006767235,Other
RPA1781,8,0.5590126212246925,0.5590126212246925,0.06904591657764551,0.06904591657764551,0.5428076124644527,False,0.6105352733776431,Other
RPA1782,8,0.7769254647339037,0.7769254647339037,0.03497115821212482,0.03497115821212482,0.7581105738060253,False,0.7984953259112401,Other
RPA1786,10,-0.46356847220772496,0.46356847220772496,0.12972208043546782,0.12972208043546782,0.25143855997800996,False,0.32068777876316246,Other
RPA1788,5,0.7063299526203486,0.7063299526203486,-0.06808984574968395,0.06808984574968395,0.5484221121142467,False,0.6155777173454519,Other
RPA1789,8,0.7827213832740173,0.7827213832740173,0.19542976035141296,0.19542976035141296,0.08234124075734586,False,0.12174178669298667,Other
