protein,module,kME,abs_kME,r_mu,abs_r_mu,r_mu_p,in_GR_module,r_mu_q,hub_class
RPA0043,1,-0.660489303067866,0.660489303067866,0.3517692008559209,0.3517692008559209,0.001375586295258454,True,0.00322126576329754,Other
RPA0045,6,-0.7933582762043204,0.7933582762043204,0.25331557619810163,0.25331557619810163,0.023379286885481635,False,0.040051047736475456,Other
RPA0046,9,0.8843120834664201,0.8843120834664201,-0.6839058842983624,0.6839058842983624,2.7087052581101745e-12,True,4.6574682076949945e-11,Other
RPA0047,20,0.7255989906988345,0.7255989906988345,-0.19818223773610844,0.19818223773610844,0.07803180130483603,False,0.11657687451575262,Other
RPA0048,15,0.6220695565580134,0.6220695565580134,0.20263741837794502,0.20263741837794502,0.07143997159207871,False,0.10847426594152916,Other
RPA0049,6,-0.5580379661443216,0.5580379661443216,-0.001441704752362414,0.001441704752362414,0.9898734776028206,False,0.9920102794972682,Other
RPA0050,18,0.637701458786162,0.637701458786162,-0.13885192611300415,0.13885192611300415,0.2193180308321922,False,0.2836167014313238,Other
RPA0051,14,0.671411618374987,0.671411618374987,-0.0469892167921918,0.0469892167921918,0.67894849007613,False,0.7300563671519243,Other
RPA0052,20,0.842767061281369,0.842767061281369,-0.5002053466210545,0.5002053466210545,2.3072994098964368e-06,False,1.0349408222651407e-05,Other
RPA0053,10,-0.4899345661507263,0.4899345661507263,0.5944565589802531,0.5944565589802531,6.113641915363043e-09,False,4.7304304320121546e-08,Other
RPA0054,12,0.7940797805016013,0.7940797805016013,-0.32757734225319945,0.32757734225319945,0.003015717825421313,False,0.006459271051680943,Other
RPA0055,1,-0.4204230508020832,0.4204230508020832,0.44256700805854077,0.44256700805854077,3.947507736574712e-05,True,0.00013184391846797196,Other
RPA0058,17,-0.7756727638685799,0.7756727638685799,-0.25910364271475567,0.25910364271475567,0.02029739379979831,False,0.03545838220717353,Other
RPA0059,12,0.7723179625666295,0.7723179625666295,-0.4625969331482582,0.4625969331482582,1.5587517219393882e-05,False,5.87140354491165e-05,Other
RPA0060,15,0.7535169938986658,0.7535169938986658,0.5297579568152979,0.5297579568152979,4.347889655702594e-07,False,2.2937588325681017e-06,Other
RPA0061,16,0.6446849130958464,0.6446849130958464,-0.35639871003571977,0.35639871003571977,0.0011752879608748052,False,0.0028307519368930135,Other
RPA0063,8,0.7247873508678285,0.7247873508678285,0.05861594352506795,0.05861594352506795,0.6055261804024491,False,0.665362199412632,Other
RPA0064,6,-0.9672193424644182,0.9672193424644182,0.19500997842847131,0.19500997842847131,0.08301479339329562,False,0.12243281068819407,Other
RPA0065,1,-0.6517744441174741,0.6517744441174741,0.4957196487892529,0.4957196487892529,2.9328981152697948e-06,True,1.281503952954355e-05,Other
RPA0066,1,-0.7932038371946637,0.7932038371946637,0.5689305578111111,0.5689305578111111,3.669693102699548e-08,True,2.3995141168003734e-07,Other
RPA0067,11,0.48487349167661387,0.48487349167661387,-0.03336190378095184,0.03336190378095184,0.7689234344275647,False,0.8080876161471351,Other
RPA0068,17,-0.9228005943671069,0.9228005943671069,-0.3669462019070592,0.3669462019070592,0.0008139252613335244,False,0.0020466089247134383,Other
RPA0069,2,-0.7456464593518932,0.7456464593518932,0.5864855683660187,0.5864855683660187,1.0878668782205397e-08,True,7.953420444313159e-08,Other
RPA0070,11,0.32024062757948113,0.32024062757948113,-0.07338411829065294,0.07338411829065294,0.5176899752126977,False,0.588701949767287,Other
RPA0071,18,0.741027828473758,0.741027828473758,-0.021049669092287657,0.021049669092287657,0.8529691762840188,False,0.8775422495066054,Other
RPA0073,1,-0.8714885747870719,0.8714885747870719,0.737011971647245,0.737011971647245,6.492093844633023e-15,True,2.6790707265518944e-13,Other
RPA0075,7,-0.8481711781180599,0.8481711781180599,-0.5133656293192687,0.5133656293192687,1.1187605261677281e-06,True,5.438581929564061e-06,Other
RPA0076,4,0.7359810399304677,0.7359810399304677,0.2627268920995028,0.2627268920995028,0.018550670523353557,False,0.03274581289150908,Other
RPA0078,1,-0.5586779285018078,0.5586779285018078,0.4224607394767031,0.4224607394767031,9.47923099732471e-05,True,0.0002988613236338198,Other
RPA0080,12,0.7728339575855054,0.7728339575855054,-0.46062543991406013,0.46062543991406013,1.7124891803161192e-05,False,6.35634426771939e-05,Other
RPA0083,14,0.8231254430618431,0.8231254430618431,-0.34127536934531033,0.34127536934531033,0.00194835306873835,False,0.004412306888594044,Other
RPA0085,15,0.7143880270128485,0.7143880270128485,0.10985968638425675,0.10985968638425675,0.33200147302305555,False,0.40667990461993014,Other
RPA0089,17,-0.7342542627195267,0.7342542627195267,-0.19497423696228955,0.19497423696228955,0.08307234327793458,False,0.12243281068819407,Other
RPA0090,9,0.9052024245584676,0.9052024245584676,-0.6798771842448978,0.6798771842448978,4.065704976054782e-12,True,6.801814541021378e-11,Other
RPA0091,3,-0.8388451219180437,0.8388451219180437,-0.5349374741263179,0.5349374741263179,3.191795373833745e-07,True,1.7330888915816563e-06,Other
RPA0092,1,-0.2056132618556985,0.2056132618556985,0.01698607406506577,0.01698607406506577,0.8811214708702221,True,0.9020080327486232,Other
RPA0095,11,0.824339795724031,0.824339795724031,0.11344912840905036,0.11344912840905036,0.316348834780484,False,0.38956219243193546,Other
RPA0109,12,0.8286009239671942,0.8286009239671942,-0.4538003021929604,0.4538003021929604,2.3611308998781018e-05,False,8.497325738514797e-05,Other
RPA0118,16,0.7464974768130153,0.7464974768130153,-0.38081677052001756,0.38081677052001756,0.0004924904126330523,False,0.0013178021559936285,Other
